tcpdump -i eth0
16:57:25.474780 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16326664:16326924, ack 9685, win 501, options [nop,nop,TS val 3769446304 ecr 827110504], length 260
16:57:25.480714 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16355524:16355784, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.480772 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16355784:16356044, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.480830 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16356044:16356304, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.480874 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16356304:16356564, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.480924 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16356564:16356824, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.480969 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16356824:16357084, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481008 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16357084:16357344, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481065 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16357344:16357604, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481142 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16357604:16357864, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481200 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16357864:16358124, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481262 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16358124:16358384, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481322 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16358384:16358644, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481383 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16358644:16358904, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 260
16:57:25.481415 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [.], ack 16268076, win 16030, options [nop,nop,TS val 827110504 ecr 3769446291], length 0
16:57:25.481556 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16358904:16359356, ack 9685, win 501, options [nop,nop,TS val 3769446310 ecr 827110504], length 452
16:57:25.481616 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16359356:16359616, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.481672 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16359616:16359876, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.481734 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16359876:16360136, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.481789 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16360136:16360396, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.481846 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16360396:16360656, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.481900 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16360656:16360916, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.481957 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16360916:16361176, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482014 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16361176:16361436, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482066 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16361436:16361696, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482117 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16361696:16361956, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482170 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16361956:16362216, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482225 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16362216:16362476, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482278 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16362476:16362736, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482336 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16362736:16362996, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482392 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16362996:16363256, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482446 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16363256:16363516, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482502 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16363516:16363776, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482555 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16363776:16364036, ack 9685, win 501, options [nop,nop,TS val 3769446311 ecr 827110504], length 260
16:57:25.482608 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16364036:16364296, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482661 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16364296:16364556, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482713 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16364556:16364816, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482762 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16364816:16365076, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482814 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16365076:16365336, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482863 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16365336:16365596, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482915 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16365596:16365856, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.482967 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16365856:16366116, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483023 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16366116:16366376, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483080 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16366376:16366636, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483151 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16366636:16366896, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483209 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16366896:16367156, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483271 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16367156:16367416, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483326 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16367416:16367676, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483384 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16367676:16367936, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483439 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16367936:16368196, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483496 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16368196:16368456, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483558 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16368456:16368716, ack 9685, win 501, options [nop,nop,TS val 3769446312 ecr 827110504], length 260
16:57:25.483612 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16368716:16368976, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.483668 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16368976:16369236, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.483731 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16369236:16369496, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.483787 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16369496:16369756, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.483841 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16369756:16370016, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.483902 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16370016:16370276, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.483957 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16370276:16370536, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484013 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16370536:16370796, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484069 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16370796:16371056, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484124 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16371056:16371316, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484183 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16371316:16371576, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484240 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16371576:16371836, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484299 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16371836:16372096, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484385 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16372096:16372356, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484446 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16372356:16372616, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484512 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16372616:16372876, ack 9685, win 501, options [nop,nop,TS val 3769446313 ecr 827110504], length 260
16:57:25.484570 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16372876:16373136, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484630 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16373136:16373396, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484684 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16373396:16373656, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484739 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16373656:16373916, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484797 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16373916:16374176, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484853 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16374176:16374436, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484912 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16374436:16374696, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.484973 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16374696:16374956, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485029 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16374956:16375216, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485086 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16375216:16375476, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485142 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16375476:16375736, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485199 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16375736:16375996, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485255 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16375996:16376256, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485315 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16376256:16376516, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485373 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16376516:16376776, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485434 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16376776:16377036, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485492 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16377036:16377296, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485548 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16377296:16377556, ack 9685, win 501, options [nop,nop,TS val 3769446314 ecr 827110504], length 260
16:57:25.485603 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16377556:16377816, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.485657 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16377816:16378076, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.485715 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16378076:16378336, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.485770 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16378336:16378596, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.485831 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16378596:16378856, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.485889 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16378856:16379116, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.485949 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16379116:16379376, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486011 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16379376:16379636, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486074 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16379636:16379896, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486129 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16379896:16380156, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486185 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16380156:16380416, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486245 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16380416:16380676, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486304 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16380676:16380936, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486367 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16380936:16381196, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486423 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16381196:16381456, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486476 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16381456:16381716, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486536 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16381716:16381976, ack 9685, win 501, options [nop,nop,TS val 3769446315 ecr 827110504], length 260
16:57:25.486588 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16381976:16382236, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486638 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16382236:16382496, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486691 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16382496:16382756, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486743 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16382756:16383016, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486797 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16383016:16383276, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486851 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16383276:16383536, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486916 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16383536:16383796, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.486967 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16383796:16384056, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
16:57:25.487019 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 16384056:16384316, ack 9685, win 501, options [nop,nop,TS val 3769446316 ecr 827110504], length 260
