tcpdump -i eth0 tcp
17:07:54.221861 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13227928:13228188, ack 7777, win 501, options [nop,nop,TS val 3770075051 ecr 827727336], length 260
17:07:54.226486 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13256744:13257004, ack 7813, win 501, options [nop,nop,TS val 3770075055 ecr 827727345], length 260
17:07:54.226525 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13257004:13257264, ack 7813, win 501, options [nop,nop,TS val 3770075055 ecr 827727345], length 260
17:07:54.226563 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13257264:13257524, ack 7813, win 501, options [nop,nop,TS val 3770075055 ecr 827727345], length 260
17:07:54.226602 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13257524:13257784, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226640 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13257784:13258044, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226678 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13258044:13258304, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226731 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13258304:13258564, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226792 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13258564:13258824, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226855 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13258824:13259084, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226907 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13259084:13259344, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226949 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13259344:13259604, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.226987 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13259604:13259864, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227026 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13259864:13260124, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227067 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13260124:13260384, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227106 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13260384:13260644, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227147 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13260644:13260904, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227186 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13260904:13261164, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227224 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13261164:13261424, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227275 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13261424:13261684, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227314 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13261684:13261944, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227357 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13261944:13262204, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227440 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13262204:13262464, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227494 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13262464:13262724, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227540 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13262724:13262984, ack 7813, win 501, options [nop,nop,TS val 3770075056 ecr 827727345], length 260
17:07:54.227607 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13262984:13263244, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227649 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13263244:13263504, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227688 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13263504:13263764, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227727 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13263764:13264024, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227765 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13264024:13264284, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227806 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13264284:13264544, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227850 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13264544:13264804, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227888 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13264804:13265064, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227928 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13265064:13265324, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.227966 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13265324:13265584, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228004 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13265584:13265844, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228044 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13265844:13266104, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228082 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13266104:13266364, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228122 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13266364:13266624, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228162 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13266624:13266884, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228202 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13266884:13267144, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228244 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13267144:13267404, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228286 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13267404:13267664, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228337 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13267664:13267924, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228378 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13267924:13268184, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228416 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13268184:13268444, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228456 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13268444:13268704, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228496 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13268704:13268964, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228542 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13268964:13269224, ack 7813, win 501, options [nop,nop,TS val 3770075057 ecr 827727345], length 260
17:07:54.228581 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13269224:13269484, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228619 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13269484:13269744, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228657 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13269744:13270004, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228698 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13270004:13270264, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228736 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13270264:13270524, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228786 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13270524:13270784, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228826 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13270784:13271044, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228864 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13271044:13271304, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228902 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13271304:13271564, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.228976 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13271564:13271824, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229040 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13271824:13272084, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229104 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13272084:13272344, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229155 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13272344:13272604, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229198 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13272604:13272864, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229238 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13272864:13273124, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229277 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13273124:13273384, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229316 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13273384:13273644, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229353 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13273644:13273904, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229393 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13273904:13274164, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229431 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13274164:13274424, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229472 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13274424:13274684, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229512 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13274684:13274944, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229554 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13274944:13275204, ack 7813, win 501, options [nop,nop,TS val 3770075058 ecr 827727345], length 260
17:07:54.229592 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13275204:13275464, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229633 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13275464:13275724, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229671 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13275724:13275984, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229712 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13275984:13276244, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229750 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13276244:13276504, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229791 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13276504:13276764, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229831 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13276764:13277024, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229874 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13277024:13277284, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229929 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13277284:13277544, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.229991 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13277544:13277804, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.230032 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13277804:13278064, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.230074 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13278064:13278324, ack 7813, win 501, options [nop,nop,TS val 3770075059 ecr 827727345], length 260
17:07:54.230122 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [.], ack 13156168, win 37094, options [nop,nop,TS val 827727347 ecr 3770075038], length 0
17:07:54.230160 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [P.], seq 7813:7849, ack 13156168, win 37094, options [nop,nop,TS val 827727347 ecr 3770075038], length 36
17:07:54.230163 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [.], ack 13168648, win 37094, options [nop,nop,TS val 827727348 ecr 3770075039], length 0
17:07:54.230219 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13278324:13278584, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727347], length 260
17:07:54.230239 IP cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786 > 68.183.205.32.ssh: Flags [.], ack 13182428, win 37094, options [nop,nop,TS val 827727350 ecr 3770075042], length 0
17:07:54.230284 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13278584:13279236, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 652
17:07:54.230345 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13279236:13279912, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 676
17:07:54.230386 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13279912:13280172, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 260
17:07:54.230426 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13280172:13280432, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 260
17:07:54.230465 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13280432:13280692, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 260
17:07:54.230506 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13280692:13280952, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 260
17:07:54.230543 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13280952:13281212, ack 7849, win 501, options [nop,nop,TS val 3770075059 ecr 827727350], length 260
17:07:54.230584 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13281212:13281472, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230622 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13281472:13281732, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230661 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13281732:13281992, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230700 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13281992:13282252, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230738 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13282252:13282512, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230776 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13282512:13282772, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230816 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13282772:13283032, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230855 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13283032:13283292, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230895 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13283292:13283552, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230935 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13283552:13283812, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.230976 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13283812:13284072, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.231016 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13284072:13284332, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.231056 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13284332:13284592, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.231096 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13284592:13284852, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.231135 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13284852:13285112, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
17:07:54.231176 IP 68.183.205.32.ssh > cpe00fc8d483dd3-cm00fc8d483dd0.cpe.net.cable.rogers.com.54786: Flags [P.], seq 13285112:13285372, ack 7849, win 501, options [nop,nop,TS val 3770075060 ecr 827727350], length 260
